case_id,actual,spark_prediction,python_prediction,spark_probability,python_probability,match,agreement_status,disagreement_explanation
T2607010246_2026-07-02,On Time,On Time,Moderate,"[0.7067833698030634, 0.19037199124726478, 0.10284463894967177, 0.0]",0.3497498,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007589_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.32663307,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010333_2026-07-02,Moderate,Moderate,Severe,"[0.0, 0.14285714285714285, 0.8301158301158301, 0.02702702702702703]",0.30849412,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007685_2026-07-02,On Time,On Time,Minor,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.32365504,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010515_2026-07-02,Minor,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.32964063,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607011550_2026-07-02,On Time,On Time,Minor,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.52192706,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008520_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.616375,True,BothCorrect,Both pipelines predicted same outcome.
T2607006792_2026-07-02,On Time,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.4704323,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006010_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.45573494,True,BothCorrect,Both pipelines predicted same outcome.
T2607008026_2026-07-02,Minor,On Time,Minor,"[0.9593220338983051, 0.03389830508474576, 0.006779661016949152, 0.0]",0.3713894,False,PyOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008285_2026-07-02,On Time,On Time,On Time,"[0.9090909090909091, 0.0, 0.09090909090909091, 0.0]",0.62494683,True,BothCorrect,Both pipelines predicted same outcome.
T2607008326_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.49480796,True,BothCorrect,Both pipelines predicted same outcome.
T2607009449_2026-07-02,Minor,Minor,Severe,"[0.1488095238095238, 0.5178571428571429, 0.31845238095238093, 0.01488095238095238]",0.3909984,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607005929_2026-07-02,On Time,On Time,On Time,"[0.9253731343283582, 0.06567164179104477, 0.008955223880597015, 0.0]",0.8806033,True,BothCorrect,Both pipelines predicted same outcome.
T2607010600_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.3110035,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008591_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.59356457,True,BothCorrect,Both pipelines predicted same outcome.
T2607006702_2026-07-02,On Time,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.4704323,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006440_2026-07-02,On Time,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.50984806,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006336_2026-07-02,Minor,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.466447,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006432_2026-07-02,On Time,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.43452665,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006199_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.4290975,True,BothCorrect,Both pipelines predicted same outcome.
T2607007405_2026-07-02,Minor,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.384063,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007580_2026-07-02,Minor,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.32753578,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007135_2026-07-02,On Time,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.455694,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007846_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.3199822,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006103_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.45573494,True,BothCorrect,Both pipelines predicted same outcome.
T2607008226_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.6242967,True,BothCorrect,Both pipelines predicted same outcome.
T2607009361_2026-07-02,On Time,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.40157706,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008716_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.4610334,True,BothCorrect,Both pipelines predicted same outcome.
T2607008397_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.5526882,True,BothCorrect,Both pipelines predicted same outcome.
T2607011297_2026-07-02,On Time,On Time,Minor,"[0.8828502415458938, 0.10748792270531402, 0.00966183574879227, 0.0]",0.5107913,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006520_2026-07-02,Minor,Minor,Severe,"[0.2336448598130841, 0.514018691588785, 0.24922118380062305, 0.003115264797507788]",0.4392259,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009803_2026-07-02,Minor,Minor,Moderate,"[0.1488095238095238, 0.5178571428571429, 0.31845238095238093, 0.01488095238095238]",0.3371986,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006783_2026-07-02,Minor,Minor,Severe,"[0.2336448598130841, 0.514018691588785, 0.24922118380062305, 0.003115264797507788]",0.3543534,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006617_2026-07-02,On Time,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.4793133,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009716_2026-07-02,Minor,Minor,Severe,"[0.1488095238095238, 0.5178571428571429, 0.31845238095238093, 0.01488095238095238]",0.30555388,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006608_2026-07-02,On Time,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.40122226,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607011376_2026-07-02,On Time,On Time,Minor,"[0.9754204398447607, 0.02199223803363519, 0.00258732212160414, 0.0]",0.55182165,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607011470_2026-07-02,On Time,On Time,Minor,"[1.0, 0.0, 0.0, 0.0]",0.55182165,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006260_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.4522124,True,BothCorrect,Both pipelines predicted same outcome.
T2607007769_2026-07-02,Moderate,Minor,Moderate,"[0.2336448598130841, 0.514018691588785, 0.24922118380062305, 0.003115264797507788]",0.35191667,False,PyOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007326_2026-07-02,On Time,On Time,Moderate,"[0.7815126050420168, 0.19327731092436976, 0.025210084033613446, 0.0]",0.36331913,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006886_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.3496825,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607005988_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.47822675,True,BothCorrect,Both pipelines predicted same outcome.
T2607008832_2026-07-02,On Time,On Time,On Time,"[0.7815126050420168, 0.19327731092436976, 0.025210084033613446, 0.0]",0.42490578,True,BothCorrect,Both pipelines predicted same outcome.
T2607008447_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.63781726,True,BothCorrect,Both pipelines predicted same outcome.
T2607008547_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.57138497,True,BothCorrect,Both pipelines predicted same outcome.
T2607009888_2026-07-02,On Time,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.32786715,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009976_2026-07-02,Minor,Minor,Moderate,"[0.1488095238095238, 0.5178571428571429, 0.31845238095238093, 0.01488095238095238]",0.33581236,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006527_2026-07-02,On Time,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.5151541,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006075_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.49493775,True,BothCorrect,Both pipelines predicted same outcome.
T2607006972_2026-07-02,Moderate,Moderate,Moderate,"[0.0, 0.0, 0.9885057471264368, 0.011494252873563218]",0.35254103,True,BothCorrect,Both pipelines predicted same outcome.
T2607006875_2026-07-02,On Time,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.38447872,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007854_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.33331,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008119_2026-07-02,On Time,On Time,On Time,"[0.8461538461538461, 0.11282051282051282, 0.041025641025641026, 0.0]",0.34984627,True,BothCorrect,Both pipelines predicted same outcome.
T2607009624_2026-07-02,On Time,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.387817,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009273_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.33830068,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006176_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.466184,True,BothCorrect,Both pipelines predicted same outcome.
T2607006281_2026-07-02,On Time,On Time,On Time,"[0.9754204398447607, 0.02199223803363519, 0.00258732212160414, 0.0]",0.5067716,True,BothCorrect,Both pipelines predicted same outcome.
T2607007145_2026-07-02,On Time,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.35135037,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007501_2026-07-02,Minor,Minor,Moderate,"[0.2336448598130841, 0.514018691588785, 0.24922118380062305, 0.003115264797507788]",0.3454392,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009534_2026-07-02,On Time,On Time,Severe,"[0.7067833698030634, 0.19037199124726478, 0.10284463894967177, 0.0]",0.44262016,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009177_2026-07-02,Moderate,Minor,Severe,"[0.1488095238095238, 0.5178571428571429, 0.31845238095238093, 0.01488095238095238]",0.42033282,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607005802_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.85736865,True,BothCorrect,Both pipelines predicted same outcome.
T2607010773_2026-07-02,On Time,On Time,Moderate,"[0.7067833698030634, 0.19037199124726478, 0.10284463894967177, 0.0]",0.35732904,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008496_2026-07-02,On Time,On Time,On Time,"[0.9593220338983051, 0.03389830508474576, 0.006779661016949152, 0.0]",0.53601605,True,BothCorrect,Both pipelines predicted same outcome.
T2607006693_2026-07-02,Moderate,Moderate,Severe,"[0.0, 0.0, 0.9885057471264368, 0.011494252873563218]",0.4351832,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007492_2026-07-02,Minor,Minor,Severe,"[0.2336448598130841, 0.514018691588785, 0.24922118380062305, 0.003115264797507788]",0.34081706,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007319_2026-07-02,Moderate,Moderate,Severe,"[0.0, 0.0, 0.9885057471264368, 0.011494252873563218]",0.4644006,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007674_2026-07-02,On Time,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.32080084,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007759_2026-07-02,On Time,On Time,Moderate,"[0.9676320272572402, 0.030664395229982964, 0.0017035775127768314, 0.0]",0.3199822,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007055_2026-07-02,Moderate,Moderate,Moderate,"[0.0, 0.0, 0.9885057471264368, 0.011494252873563218]",0.32717797,True,BothCorrect,Both pipelines predicted same outcome.
T2607008174_2026-07-02,On Time,On Time,On Time,"[0.7815126050420168, 0.19327731092436976, 0.025210084033613446, 0.0]",0.5488018,True,BothCorrect,Both pipelines predicted same outcome.
T2607008072_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.5363867,True,BothCorrect,Both pipelines predicted same outcome.
T2607007229_2026-07-02,On Time,On Time,Severe,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.4644006,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007975_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.54493684,True,BothCorrect,Both pipelines predicted same outcome.
T2607009155_2026-07-02,On Time,On Time,On Time,"[0.8828502415458938, 0.10748792270531402, 0.00966183574879227, 0.0]",0.44460496,True,BothCorrect,Both pipelines predicted same outcome.
T2607010957_2026-07-02,On Time,On Time,Moderate,"[0.7067833698030634, 0.19037199124726478, 0.10284463894967177, 0.0]",0.36045328,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010070_2026-07-02,Minor,Minor,Severe,"[0.1488095238095238, 0.5178571428571429, 0.31845238095238093, 0.01488095238095238]",0.31091148,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010160_2026-07-02,Moderate,Moderate,Severe,"[0.0, 0.14285714285714285, 0.8301158301158301, 0.02702702702702703]",0.9335003,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006962_2026-07-02,Minor,Minor,Moderate,"[0.2336448598130841, 0.514018691588785, 0.24922118380062305, 0.003115264797507788]",0.32348824,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
